Order_id,pizza_size,Order_time,amount,Order_type,pizza_name,beverages,cust_id,emp_id
01HD76C99BV71H52XGKGKCBYRC,Small,2022-10-27 00:10:23,801,Offline,Pepperoni,Fanta,06-786-6502,417
01HD76C99EAPN3EP58W178SMXW,Medium,2023-09-17 12:14:02,1249,Online,Vegetarian,Coca-Cola,16-345-3496,253
01HD76C99GDZF8P7ZN48CM0X7V,Extra Large,2023-09-17 22:29:09,1429,Offline,BBQ Chicken,Orange Juice,70-680-5680,39
01HD76C99KJ0S3ZGNMF1EWMQHZ,Small,2022-12-16 15:49:00,1129,Online,Neapolitan,Pepsi,58-443-0200,266
01HD76C99N3V0NVK5H1SVG1TZ7,Extra Large,2023-10-02 22:02:10,657,Offline,Neapolitan,Water,13-145-1466,64
01HD76C99Q298HH72Y6PYRA0V3,Extra Large,2023-07-14 07:12:52,1819,Offline,Hawaiian,Root Beer,07-966-7751,170
01HD76C99TNA1H2TBPVKW47TDS,Medium,2022-12-10 15:24:45,1135,Offline,Supreme,Fanta,42-783-2506,522
01HD76C99WJVR96CP46A05F9JW,Extra Large,2023-05-11 07:07:42,858,Offline,Hawaiian,Coca-Cola,23-065-9411,740
01HD76C99ZYQRHXSPQTKKPP9H8,Small,2022-12-28 22:33:59,375,Offline,Hawaiian,Fanta,96-984-5306,194
01HD76C9A1XTXJ2ATM9SJEZQD3,Small,2023-04-08 22:57:45,1106,Online,Pepperoni,Coca-Cola,26-387-4145,678
01HD76C9A433K7JM1SZQF9PQTN,Small,2023-09-21 17:52:11,1783,Offline,Mushroom,Orange Juice,67-611-8494,52
01HD76C9A6X01BXGEKTE28GZVA,Medium,2023-08-07 04:03:09,954,Online,Neapolitan,Sprite,73-497-7433,339
01HD76C9A92BQRKJ34ZP6X1A2J,Small,2023-06-18 06:25:48,1323,Offline,Vegetarian,Sprite,66-250-1288,325
01HD76C9AB46XB7TMFCR9YV56R,Small,2023-03-30 18:18:39,221,Online,Hawaiian,Lemonade,98-507-6857,738
01HD76C9AEHYP3ZPKB6BWM66JS,Medium,2023-04-20 01:48:23,532,Online,Margherita,Orange Juice,00-984-9755,791
01HD76C9AGS9MEAD01VT6QRSVK,Small,2022-11-02 20:27:45,906,Offline,Supreme,Water,15-845-8205,36
01HD76C9AJF4ZRZTW3TQZWDV3Y,Extra Large,2023-09-19 11:09:29,522,Online,Mushroom,Iced Tea,29-957-6633,921
01HD76C9ANC7EGASNTNFSNGQ6E,Small,2023-09-14 18:59:31,358,Offline,Mushroom,Coffee,19-305-2920,232
01HD76C9AQ1Z6X8B95HR9YDC3B,Extra Large,2023-06-30 15:12:44,1248,Online,Supreme,Tea,19-457-0928,839
01HD76C9ASR3TAAVGD81E00YCA,Medium,2022-11-29 09:12:42,299,Offline,Hawaiian,Coca-Cola,46-687-2689,714
01HD76C9ATX0WJYT5G9SHGF4D8,Large,2023-09-29 12:36:32,730,Online,Pepperoni,Water,27-810-8149,549
01HD76C9AVMJDHV1DB4J0H14ZV,Large,2023-06-01 00:22:54,1986,Offline,BBQ Chicken,Pepsi,62-126-4548,842
01HD76C9AX8D0NZ71D4HAS879X,Medium,2023-07-27 08:21:24,245,Online,Hawaiian,Fanta,18-184-7097,47
01HD76C9AYPXPW5NYJ3ERAV33Q,Small,2023-01-07 21:36:23,1832,Offline,Margherita,Coffee,53-174-0488,883
01HD76C9B0XXVBDQ12D4G905DR,Medium,2023-04-17 14:15:11,1729,Online,BBQ Chicken,Pepsi,85-427-0044,649
01HD76C9B10JYE6QXZSKP0KPWA,Large,2023-01-21 11:41:55,1508,Offline,Mushroom,Lemonade,07-121-5199,410
01HD76C9B3AEXZSBXFKKHNR8Y0,Medium,2023-09-27 00:55:41,1917,Online,Vegetarian,Coffee,40-339-8855,227
01HD76C9B4JQFHMR487VXEWPHA,Small,2023-01-22 17:48:10,750,Offline,Mushroom,Orange Juice,53-745-1421,9
01HD76C9B5WDF9EBJK0JDN9V59,Small,2022-12-24 14:07:47,208,Offline,Mushroom,Sprite,58-273-6179,704
01HD76C9B7N647YZP6G0NFTB1D,Medium,2022-11-24 13:43:21,646,Offline,Supreme,Water,82-218-0410,364
01HD76C9B8RD4VSKYSVZHYNJNK,Medium,2023-01-30 02:20:39,593,Online,Margherita,Orange Juice,27-227-8964,244
01HD76C9B9R7BMNPJ6XJ7YH97M,Large,2023-04-11 07:32:13,367,Offline,Mushroom,Sprite,77-919-1963,701
01HD76C9BB6GWZA8VR3PXPJP6C,Extra Large,2022-12-23 14:35:08,846,Offline,Supreme,Orange Juice,38-295-1265,643
01HD76C9BC3NZ6H5JGJCE0FJCK,Extra Large,2023-07-03 09:43:07,1893,Online,Margherita,Orange Juice,72-634-9880,731
01HD76C9BDA06DFKKAAACNVX42,Large,2023-07-22 21:19:25,232,Offline,Margherita,Lemonade,18-933-6235,914
01HD76C9BFFZ536EWV6Q533823,Extra Large,2023-06-08 03:12:19,538,Online,Vegetarian,Water,15-156-8138,276
01HD76C9BG1WZTDKE1Q67K612N,Extra Large,2023-04-08 17:19:17,152,Offline,Vegetarian,Lemonade,20-580-3465,618
01HD76C9BJHMGXEWTPNNEJ9K8J,Large,2023-03-13 02:26:03,913,Offline,Supreme,Pepsi,78-588-3309,628
01HD76C9BK0KWHPE2D1NNNS8Y3,Medium,2023-01-23 23:45:14,238,Online,Pepperoni,Orange Juice,20-311-5885,870
01HD76C9BMJR2WNWGGESFF4WPY,Medium,2023-05-19 15:35:35,1147,Online,Pepperoni,Pepsi,24-006-6379,473
01HD76C9BPK918RJ1GT0HAYWSK,Extra Large,2023-02-22 05:32:27,1618,Online,Neapolitan,Tea,78-695-6630,404
01HD76C9BQW2YNHW78Z2TVCFS2,Medium,2023-03-05 21:38:36,1441,Offline,Mushroom,Coffee,97-553-8114,758
01HD76C9BSAC2TGBNXKD12NTPE,Extra Large,2023-07-05 12:34:47,260,Offline,Margherita,Coca-Cola,52-844-4280,221
01HD76C9BTC65NHA0FYZ8092A9,Small,2023-06-09 03:07:14,1176,Offline,Hawaiian,Water,13-808-8661,999
01HD76C9BVPKR0VDP491Y09SVD,Medium,2023-04-18 16:15:09,954,Offline,Pepperoni,Lemonade,08-796-6883,379
01HD76C9BXS6N3MGB2MSBF7AX0,Extra Large,2023-01-23 17:34:52,224,Offline,Vegetarian,Coca-Cola,78-095-5574,156
01HD76C9BYVQ5CFQ1Z2KV1BY5R,Small,2023-08-01 17:31:12,277,Offline,Margherita,Pepsi,21-952-1688,822
01HD76C9C063HTPDMHN3CM4T8V,Extra Large,2023-07-27 02:34:35,1982,Online,Hawaiian,Water,97-047-9253,166
01HD76C9C1N7WS2D3AEMB5VWM3,Large,2023-01-07 08:10:58,726,Online,Mushroom,Tea,56-566-8532,424
01HD76C9C27FG09Y319JR7H4P4,Extra Large,2023-08-05 03:47:24,505,Online,BBQ Chicken,Iced Tea,76-881-8272,521
01HD76C9C4HA44AC5CCC3CKRGP,Extra Large,2023-08-12 12:48:25,1509,Offline,Mushroom,Tea,61-914-1581,907
01HD76C9C5GHE6B49GV2AHFZV2,Small,2022-11-21 21:14:08,540,Online,Hawaiian,Coca-Cola,37-958-0930,764
01HD76C9C76ZEX3YANZ4B1V4EG,Medium,2023-02-12 05:47:18,153,Offline,Margherita,Root Beer,49-503-3336,32
01HD76C9C8AHT8MZPWASJ1ZPZB,Extra Large,2023-01-30 05:05:47,1417,Online,Pepperoni,Pepsi,13-145-1466,652
01HD76C9CABC1NGM94VG0KC7V2,Large,2023-05-14 20:53:25,1352,Offline,Pepperoni,Lemonade,90-624-9597,684
01HD76C9CB5TYTJ4KFXYSVF80K,Extra Large,2023-08-25 23:19:35,284,Online,Margherita,Coffee,95-592-2666,57
01HD76C9CC0YVQ70Q7RHJ8G5K3,Small,2023-06-08 19:29:27,1091,Online,Vegetarian,Water,73-937-8868,869
01HD76C9CEPS0RPXY9CV3XGE7W,Small,2022-10-24 14:28:26,658,Offline,Mushroom,Pepsi,98-350-8763,849
01HD76C9CFMTR0KX7VB59W32PA,Extra Large,2023-05-06 09:15:04,1408,Online,Neapolitan,Water,43-600-3675,158
01HD76C9CHFQ0TWKP0N941E3Z9,Large,2023-04-29 22:26:32,1764,Online,Neapolitan,Pepsi,99-027-2225,972
01HD76C9CJR590VVNHAMQ1PGVE,Small,2022-12-07 01:06:03,854,Offline,Margherita,Coffee,40-339-8855,514
01HD76C9CKP34B72E620N09MYJ,Medium,2023-05-16 04:43:21,882,Online,Mushroom,Coffee,67-717-6615,514
01HD76C9CNK1W1JA8FVQBNTX4C,Extra Large,2023-04-26 15:14:25,1205,Offline,Hawaiian,Water,76-180-0691,147
01HD76C9CP7MFBHM69N92B703D,Medium,2023-05-01 18:20:47,382,Online,Pepperoni,Orange Juice,08-768-0835,846
01HD76C9CQ4RNKY27T0GHRJ091,Extra Large,2023-06-27 18:21:31,199,Online,Vegetarian,Lemonade,40-443-6896,599
01HD76C9CSGJRPMAZ3NE5Z4ADE,Large,2023-07-20 05:14:54,705,Online,Pepperoni,Sprite,59-722-2347,990
01HD76C9CTXSNXMCKTJ8SG3B2N,Extra Large,2022-10-26 16:23:52,1390,Online,Mushroom,Tea,49-814-7302,307
01HD76C9CVAS6JPADQANNC3AHD,Extra Large,2023-02-24 02:59:36,379,Online,Hawaiian,Pepsi,65-970-8811,406
01HD76C9CX918PSK5FQSQDH2JA,Extra Large,2023-04-24 08:55:38,567,Online,BBQ Chicken,Fanta,45-713-0463,456
01HD76C9CY9AEH99Q8C3ZJZ4WA,Extra Large,2022-10-24 18:06:43,1774,Offline,Margherita,Lemonade,42-897-8801,68
01HD76C9D0RYF3ABSHPEZS9W74,Medium,2023-08-17 02:23:31,1514,Offline,Hawaiian,Sprite,66-436-4058,139
01HD76C9D1CMT1GP7CTRZZVFPD,Small,2022-12-18 18:04:52,741,Online,Neapolitan,Iced Tea,75-063-6823,655
01HD76C9D3EKHMKFEK5RVDJHPJ,Large,2023-07-20 17:18:56,759,Offline,BBQ Chicken,Pepsi,24-572-6380,576
01HD76C9D4W7MJ51WABB8EP0P4,Large,2023-06-08 14:23:52,1698,Offline,Supreme,Coca-Cola,35-164-5569,23
01HD76C9D6YH39P058SQ2C39MX,Large,2023-07-18 22:06:37,1082,Offline,BBQ Chicken,Root Beer,28-299-8894,704
01HD76C9D73JBH4QKB2KDCJEZE,Large,2023-05-03 19:13:41,1341,Offline,Supreme,Pepsi,60-897-8579,978
01HD76C9D9T8EGQTD20V735JKJ,Small,2023-01-11 11:29:01,1038,Online,Supreme,Pepsi,87-184-2659,119
01HD76C9DA2W0FFAQNPXPNQFP5,Large,2022-10-25 02:08:03,102,Offline,BBQ Chicken,Iced Tea,01-610-9067,886
01HD76C9DBY5G7XFRM1XM2HG7Y,Small,2023-01-05 15:15:36,715,Offline,BBQ Chicken,Coffee,85-901-7149,701
01HD76C9DDB4P9Y85MHE53TKRS,Medium,2023-04-18 00:51:48,862,Online,Vegetarian,Sprite,16-328-9431,943
01HD76C9DFT5H3YC7MY5Z1QCM6,Small,2023-04-14 13:10:00,1200,Online,BBQ Chicken,Pepsi,54-681-7629,287
01HD76C9DGP10QS6G2E4AYK3QG,Small,2022-12-10 02:26:11,1864,Online,Supreme,Water,84-544-1359,703
01HD76C9DJ97BR1VZF4VR49WST,Small,2023-05-09 14:45:07,1737,Online,BBQ Chicken,Tea,91-910-1048,154
01HD76C9DKSJWGTT5BM4H710KX,Small,2023-07-12 10:26:41,287,Online,Vegetarian,Fanta,77-328-7732,373
01HD76C9DN40M3572SQETW1QVY,Medium,2023-07-27 08:03:23,718,Offline,Pepperoni,Iced Tea,67-738-5448,160
01HD76C9DP3H005V7Q5F6FS7G2,Extra Large,2023-10-01 17:48:18,479,Online,BBQ Chicken,Lemonade,70-154-3649,555
01HD76C9DRTKJFP4Q4CT2B5N08,Large,2023-08-23 10:59:33,150,Offline,Margherita,Fanta,04-116-4910,678
01HD76C9DSMC24DK20BFHS4KKE,Medium,2023-09-20 07:37:12,199,Offline,Supreme,Pepsi,10-013-0016,272
01HD76C9DVEGEWYCGXX0TKZRYJ,Large,2023-05-19 06:08:44,547,Online,Vegetarian,Water,78-322-0659,803
01HD76C9DW13RX43CPASEYP5SH,Extra Large,2022-10-21 03:55:52,1826,Offline,Margherita,Tea,79-913-1711,977
01HD76C9DY5CX19R8R4TNXCAYS,Extra Large,2023-07-17 08:02:59,202,Offline,Hawaiian,Water,61-914-1581,803
01HD76C9DZ4B4FVB3X3M3S8N73,Extra Large,2022-12-01 18:41:44,1780,Offline,Mushroom,Water,19-752-2157,592
01HD76C9E1VJXN3KE2A584S01M,Large,2022-12-02 03:17:24,1648,Online,Margherita,Pepsi,58-968-3489,286
01HD76C9E3HT6AN5D3RMA3S5JY,Large,2023-10-02 11:58:32,1586,Online,Supreme,Coffee,56-979-1949,413
01HD76C9E57DFKVGPGVFVADX63,Large,2023-09-22 04:52:35,1000,Online,BBQ Chicken,Iced Tea,30-620-2064,751
01HD76C9E7DXNY2TMAP9536VMD,Large,2023-09-17 15:42:06,178,Online,Vegetarian,Water,01-610-9067,894
01HD76C9E85Y2GXX9WV976DDBB,Medium,2022-11-09 21:56:03,958,Offline,Margherita,Fanta,79-913-1711,371
01HD76C9EAMPN18C0MRE5YD5W1,Medium,2022-12-04 09:18:11,671,Online,BBQ Chicken,Lemonade,20-430-6767,356
01HD76C9EC6Q71SCV82GRFXZ9K,Extra Large,2023-07-11 18:17:13,289,Online,Margherita,Sprite,52-242-8665,181
01HD76C9EDKKN36GNY3CV1VZK0,Medium,2023-04-12 05:40:52,1156,Offline,Margherita,Coffee,05-650-3202,74
01HD76C9EFTVHF0QDZ4PDTC84J,Large,2023-08-20 14:01:14,358,Online,Hawaiian,Coca-Cola,20-726-3115,859
01HD76C9EG98AGQDA67HQHNDR5,Extra Large,2023-06-19 17:24:45,512,Online,Neapolitan,Iced Tea,40-581-9371,893
01HD76C9EJT3FXXBYYM97YTY04,Large,2022-11-24 01:43:50,227,Offline,Margherita,Lemonade,18-784-8130,373
01HD76C9EKB5TBJYYEGYRPB0QB,Extra Large,2022-12-01 13:11:39,1444,Offline,Neapolitan,Iced Tea,35-454-6233,782
01HD76C9ENK5ZB9SVX2QCVXFS3,Large,2023-09-20 06:49:54,692,Online,Margherita,Coca-Cola,80-070-6829,775
01HD76C9EP6WH6BV5BPZC6ZF85,Medium,2023-06-27 14:19:54,100,Online,Pepperoni,Water,69-169-3717,934
01HD76C9ERZ3VXZ1G8N6553ZFA,Extra Large,2022-11-27 13:06:03,1709,Offline,Supreme,Coffee,39-257-3136,74
01HD76C9ESJ1VXPKM6JZVV578R,Medium,2022-11-12 21:09:59,697,Online,Supreme,Root Beer,52-242-8665,412
01HD76C9EVKZ0Z3DHDFZDKRSMZ,Medium,2022-11-06 19:15:10,394,Offline,Vegetarian,Fanta,69-311-0692,492
01HD76C9EWBK4792PWJ8QF9G26,Extra Large,2023-02-21 15:59:18,355,Online,Pepperoni,Root Beer,51-396-6290,867
01HD76C9EY05HWQR6RDY26A6ZZ,Medium,2022-11-13 09:16:00,1468,Offline,Vegetarian,Iced Tea,27-937-2247,837
01HD76C9EZQH8Q3VEG1ZC3FFWH,Small,2023-07-13 18:01:46,1561,Online,Neapolitan,Pepsi,91-129-1842,147
01HD76C9F1CZTK8A0AM4MHQ426,Large,2022-11-23 03:35:38,243,Offline,Hawaiian,Tea,03-113-8188,362
01HD76C9F3D51BEG890CJA53QF,Small,2023-05-30 03:51:23,1150,Offline,Neapolitan,Pepsi,05-083-9914,671
01HD76C9F4YM7SGG0VWXQ0TT03,Large,2022-12-04 06:19:58,1832,Online,Margherita,Tea,40-685-0070,62
01HD76C9F5GXZTPBPQC8XBHWT0,Large,2022-12-13 19:52:02,745,Online,Mushroom,Lemonade,07-121-5199,981
01HD76C9F7E60FXGJH7B4PXM9Z,Medium,2023-09-21 09:33:25,916,Online,Pepperoni,Orange Juice,16-522-7304,66
01HD76C9F8H61SE32W8ZDCJRTY,Small,2022-11-22 06:08:27,1229,Online,Supreme,Iced Tea,03-790-2000,508
01HD76C9FA5SPTT1Y0WSN408DK,Large,2022-12-24 06:10:52,2000,Offline,Pepperoni,Sprite,49-645-3422,187
01HD76C9FCFMAVMJ2RW098EW0T,Extra Large,2023-02-09 11:16:35,1643,Offline,Mushroom,Sprite,34-905-3033,985
01HD76C9FDE8BKHRJQ0FGMFQYM,Small,2023-07-10 04:00:00,1844,Offline,Vegetarian,Orange Juice,74-161-8727,123
01HD76C9FEG7T1R8DZQKN7WY5Q,Small,2023-10-03 09:56:17,1976,Offline,Hawaiian,Water,98-028-8332,154
01HD76C9FG266WZENRXMXHHPA0,Medium,2023-06-07 01:09:05,1134,Offline,Margherita,Water,70-458-6537,490
01HD76C9FHMX34X5541Y83XMQH,Medium,2023-08-07 10:46:28,1068,Offline,Neapolitan,Iced Tea,03-392-6332,985
01HD76C9FK7VNBCQ1MT4QAB2GF,Small,2023-07-03 16:41:09,203,Online,Vegetarian,Tea,27-937-2247,853
01HD76C9FNGRRQJ5XJNWE9GPWA,Extra Large,2022-11-23 11:19:43,785,Online,Neapolitan,Coffee,77-213-0014,253
01HD76C9FQPMX00K8ARNV9CQRF,Extra Large,2023-06-16 07:10:21,877,Offline,Neapolitan,Iced Tea,43-933-3277,495
01HD76C9FS9DSVV5PS0W75C6V0,Large,2023-02-26 03:20:01,1866,Offline,Hawaiian,Water,36-430-0006,932
01HD76C9FTTJ9GHMMR3Q2VT9Q6,Small,2023-03-03 00:19:06,1167,Offline,Supreme,Coffee,75-231-1953,679
01HD76C9FWPGY6SVPEGYV9N6JX,Small,2023-07-02 09:43:09,244,Online,Neapolitan,Iced Tea,03-213-4261,817
01HD76C9FXR69MWX8ZK507ZYHM,Large,2023-03-08 19:16:52,1900,Offline,Pepperoni,Coca-Cola,24-228-0447,544
01HD76C9FYQT79JRSTD6VYSAG9,Medium,2023-02-20 05:05:35,1269,Online,Vegetarian,Sprite,13-045-1645,746
01HD76C9G0ZEJGGRQNMV5X53S0,Extra Large,2023-04-07 05:50:03,646,Offline,Pepperoni,Iced Tea,17-758-1630,708
01HD76C9G180W8TM1043FGHYB5,Medium,2023-05-28 18:06:27,114,Online,Pepperoni,Lemonade,59-386-4732,288
01HD76C9G3CKVZZE32FV74NYZG,Large,2023-03-26 16:39:41,621,Online,BBQ Chicken,Fanta,57-681-1061,352
01HD76C9G4SQ5RAMGWZN02X65V,Medium,2023-06-26 01:13:31,1149,Online,Margherita,Pepsi,66-509-2079,109
01HD76C9G6F2472002KNBQAJ0T,Extra Large,2022-11-12 07:33:28,580,Online,Margherita,Lemonade,40-095-5087,49
01HD76C9G7ST6NCJK02MQWQH8Y,Medium,2023-04-17 22:01:47,792,Offline,Pepperoni,Tea,74-346-2243,313
01HD76C9G95NFFAJDNEWYMBWSA,Medium,2023-08-13 04:48:53,564,Offline,Pepperoni,Coca-Cola,30-620-2064,720
01HD76C9GA75A0FEQQ88MMWF7M,Large,2022-12-26 00:46:18,1407,Offline,Supreme,Pepsi,14-263-2875,663
01HD76C9GB9BBTGJ7FMYJH88PB,Large,2023-01-23 09:07:31,1776,Offline,Hawaiian,Water,42-783-2506,485
01HD76C9GDTQ4NQMP5HA85KHKR,Medium,2023-06-16 17:02:35,1372,Offline,BBQ Chicken,Coffee,30-924-4925,398
01HD76C9GEFYHASX6VFMH9NMTX,Medium,2022-12-22 06:09:05,1983,Offline,Mushroom,Pepsi,78-125-0966,522
01HD76C9GF0MV8EZ1CPMHZ44ZR,Small,2023-09-21 10:06:18,1894,Online,Pepperoni,Coca-Cola,65-970-8811,427
01HD76C9GH3ZZMVZJRXPARC4T9,Extra Large,2023-07-11 16:22:16,1600,Offline,Vegetarian,Water,32-590-9249,379
01HD76C9GJBTXQH9W6JHPC3QW2,Medium,2023-07-22 00:34:45,308,Offline,Vegetarian,Root Beer,84-282-3364,108
01HD76C9GM3WE161CAJ957QVZY,Extra Large,2023-01-15 05:19:21,457,Offline,BBQ Chicken,Root Beer,82-218-0410,657
01HD76C9GNXGKX3F3A9MSJC889,Small,2023-01-29 21:56:22,1277,Online,Vegetarian,Coffee,53-446-6375,546
01HD76C9GPMT526KV7CYQ6QRNA,Extra Large,2023-05-17 12:36:28,1310,Offline,Hawaiian,Fanta,78-922-5313,796
01HD76C9GRCDD27JEY0DKTQW6B,Large,2023-06-27 05:34:05,968,Offline,Margherita,Iced Tea,96-041-5765,148
01HD76C9GSFCCJ7MJWTZD0GT5M,Medium,2023-10-13 23:13:01,1319,Online,Pepperoni,Sprite,13-291-7846,894
01HD76C9GT1QJF8PARD9GJ7Q4J,Large,2022-12-26 11:57:59,944,Offline,Mushroom,Water,82-406-5159,24
01HD76C9GW6DEVYQFQRS07QGJ9,Medium,2023-07-16 13:06:23,301,Online,BBQ Chicken,Root Beer,25-125-4572,709
01HD76C9GXHP2ECB60WWJM6YJS,Small,2023-07-05 17:23:48,1558,Online,Supreme,Pepsi,95-979-6835,582
01HD76C9GZK6T66CAZRRMCXTTR,Medium,2023-01-17 17:42:33,769,Offline,Margherita,Coffee,91-910-1048,336
01HD76C9H0VWGQZG92JZB5WHHA,Extra Large,2023-03-10 19:22:40,518,Online,Margherita,Root Beer,35-710-5178,573
01HD76C9H26VDJ1SBZKWFYF8TF,Extra Large,2022-12-03 15:18:59,1542,Offline,Neapolitan,Pepsi,23-872-2889,723
01HD76C9H3F18VMRG2R0XBQKQ6,Extra Large,2022-12-31 17:33:39,1512,Offline,BBQ Chicken,Sprite,12-353-2352,316
01HD76C9H54CFWAFM0TC6N1ZEK,Large,2022-10-23 00:47:57,1822,Online,Vegetarian,Pepsi,39-650-4641,852
01HD76C9H6VTE6WXCYZT5613JF,Large,2023-07-16 12:40:33,1635,Online,Pepperoni,Coffee,74-412-0353,772
01HD76C9H7RB6NXX7FY8BEKVBE,Extra Large,2022-12-10 04:22:32,609,Online,Hawaiian,Coca-Cola,20-673-4248,248
01HD76C9H940APV0AYFE4K9WPS,Large,2023-02-21 08:05:23,1442,Online,Supreme,Pepsi,72-167-4257,605
01HD76C9HAB3Q5TB82MMFK26JA,Large,2023-05-08 16:30:33,371,Online,Pepperoni,Tea,01-725-1978,303
01HD76C9HCN2FQY16WCQSXE0SM,Small,2022-12-29 09:37:02,1198,Offline,Neapolitan,Orange Juice,98-858-1545,998
01HD76C9HDF8EC38B9JG5GR5DJ,Extra Large,2023-05-28 12:57:20,1794,Online,Vegetarian,Iced Tea,16-973-4341,933
01HD76C9HF01XJ0X7S6XM9YS2G,Large,2023-09-14 02:00:47,666,Online,Pepperoni,Coffee,99-979-2327,104
01HD76C9HJ16TTSZ3VJWCVMF43,Large,2023-08-05 15:34:01,733,Online,Margherita,Tea,69-791-3282,480
01HD76C9HNDTMNY3ZWWHGKKDHZ,Extra Large,2022-12-13 09:32:46,1786,Online,Margherita,Water,80-070-6829,783
01HD76C9HP8D5FWQAXWXJ58V20,Large,2023-05-27 06:11:13,563,Online,Pepperoni,Lemonade,46-249-8886,13
01HD76C9HRB7EB53NGW7GPYKEW,Extra Large,2023-06-13 18:51:52,1231,Online,Mushroom,Water,07-822-0679,492
01HD76C9HS4GEV8JAQ0TEKCRKY,Large,2023-04-17 18:05:56,1740,Offline,Vegetarian,Sprite,20-311-5885,556
01HD76C9HV9RHHS3G5T2VH9NZM,Small,2023-07-23 01:00:21,1790,Offline,BBQ Chicken,Coca-Cola,58-018-8663,456
01HD76C9HWHW9FJTCKEXHGY014,Medium,2022-11-28 05:55:06,949,Online,Margherita,Iced Tea,14-913-0838,289
01HD76C9HX00QKWZHGG5BJVKRW,Extra Large,2023-03-05 23:18:41,537,Offline,BBQ Chicken,Fanta,95-074-5721,701
01HD76C9HZV6RVGH5DBEMPWSZ3,Medium,2023-06-28 10:22:47,877,Offline,Mushroom,Water,40-271-1010,426
01HD76C9J05HA67BGQEJVWNH0F,Extra Large,2023-02-05 21:28:44,1924,Offline,Hawaiian,Coca-Cola,99-929-2929,484
01HD76C9J2E3KTB9K7R0HB2W30,Medium,2023-07-10 22:13:50,1413,Online,Mushroom,Orange Juice,66-697-2381,540
01HD76C9J3C9MSTT00JN8W5YE6,Small,2023-06-16 08:50:13,1462,Offline,Mushroom,Fanta,16-543-2483,952
01HD76C9J4NK2WNA2WFT3M61Y6,Small,2023-01-23 04:57:25,164,Online,BBQ Chicken,Coffee,16-376-4436,688
01HD76C9J54B4CZ1QW8P1VGVMD,Extra Large,2023-08-10 15:56:14,1231,Online,Neapolitan,Root Beer,78-519-6445,896
01HD76C9J76XPG85R2AAD4WBSA,Extra Large,2023-05-25 02:59:35,886,Offline,Neapolitan,Pepsi,14-033-9920,363
01HD76C9J8MH0DHC7G2C0XVRSS,Large,2023-09-02 01:43:11,1475,Online,Hawaiian,Lemonade,42-314-0187,436
01HD76C9JA9Y4EK3DEPHG3SSB5,Medium,2023-10-19 19:41:29,233,Online,Neapolitan,Root Beer,69-728-4691,690
01HD76C9JBZM568WMPR87WSD52,Extra Large,2023-03-17 15:46:05,1377,Online,BBQ Chicken,Orange Juice,48-867-3947,809
01HD76C9JCEG44ZQZJXPQ98G8A,Medium,2023-07-19 22:55:51,1732,Online,Vegetarian,Coffee,78-843-0452,619
01HD76C9JDEYDVFV99MM8E868H,Large,2023-08-26 12:02:00,1599,Online,Supreme,Orange Juice,20-940-7937,874
01HD76C9JFAB2CQ7WGYVK3X5RS,Extra Large,2023-09-11 12:41:16,1901,Offline,Neapolitan,Root Beer,54-972-5552,637
01HD76C9JGC4TM4N23BEGRERMW,Medium,2023-10-05 20:35:55,1904,Offline,BBQ Chicken,Coca-Cola,30-620-2064,228
01HD76C9JHMCNHWPJAB7W9CFXY,Extra Large,2023-04-23 14:17:20,1994,Online,BBQ Chicken,Root Beer,93-820-3574,517
01HD76C9JJ5TS79G5NMEE9C0JH,Large,2023-05-24 12:48:44,1631,Online,BBQ Chicken,Water,10-214-0692,407
01HD76C9JM58KE0F148GXF1ZEN,Large,2023-05-13 15:52:20,1802,Online,Hawaiian,Water,47-233-4224,584
01HD76C9JN3KYRSNGSQ047CQJ1,Medium,2023-03-24 06:49:21,1875,Offline,Margherita,Coca-Cola,42-347-3496,590
01HD76C9JP7J8VZYXBWYK80PZY,Medium,2023-02-10 22:16:55,1647,Online,Neapolitan,Root Beer,15-697-5335,775
01HD76C9JRQF6M550H0PNRA0KE,Large,2023-06-26 18:44:43,616,Online,Hawaiian,Iced Tea,16-376-4436,802
01HD76C9JTBR3HF4JZ5Q22PEXZ,Medium,2022-11-08 10:33:12,754,Offline,Neapolitan,Coca-Cola,52-242-8665,469
01HD76C9JWEQ2K01AMERR1DZJW,Extra Large,2023-08-16 17:39:17,602,Online,Vegetarian,Fanta,54-726-1460,10
01HD76C9JXSWQDTQVMFHSXFSZ4,Small,2023-09-28 03:06:34,1528,Offline,Mushroom,Fanta,60-642-9399,117
01HD76C9JYTHEZ6HB2EY87CWZS,Medium,2022-11-18 23:12:15,230,Offline,Pepperoni,Coca-Cola,99-979-2327,102
01HD76C9K0XTSQ56C27FXRNGPB,Extra Large,2022-12-01 03:25:25,1877,Online,Neapolitan,Iced Tea,31-108-6993,788
01HD76C9K10M9713XTEBC54K2W,Extra Large,2022-12-12 03:19:22,1915,Offline,Pepperoni,Fanta,40-548-2852,240
01HD76C9K2Q14GAGR0CJHV666Y,Small,2023-05-16 02:06:08,1886,Online,BBQ Chicken,Water,36-758-6329,730
01HD76C9K4FMH1JYEGSB79WKHZ,Medium,2023-01-04 05:39:24,431,Online,Neapolitan,Pepsi,78-864-0649,309
01HD76C9K548TXE09NA2JJXAKH,Large,2023-09-11 22:14:45,1289,Offline,Neapolitan,Tea,58-273-6179,13
