Shop_id,shop_name,shop_latitude,shop_longitude,daily sales,order_per_day,cust_id,order_id,emp_id
3641,shop 7,54.6041651,24.0304672,255,15,35-951-1280,01HD76C9VYYN1GS7AADND0RY3F,447
4246,shop 8,41.0911538,44.6590356,337,20,98-888-9892,01HD76C97S98CXQC75MRKXFVD2,140
60631,shop 7,-8.0914709,112.718192,354,5,50-370-4505,01HD76CA5RYWF9JWQA3HGMJ8KQ,520
1,shop 4,12.405227,121.990643,314,18,09-227-5941,01HD76C9MXDWG38KKWZPQ4A568,977
9,shop 8,25.558201,103.256615,427,14,16-788-4374,01HD76CAH4R9SRAA8CBB6J1HCJ,36
9454,shop 4,33.347316,120.16366,180,10,31-992-3876,01HD76CAH70098T45C6YWPX0YX,836
30459,shop 6,-6.8618504,111.971625,176,17,77-651-6629,01HD76CAD74X2STVSCK0H1NABY,280
63529,shop 5,14.2054868,-86.6069287,402,6,90-996-4257,01HD76C9EG98AGQDA67HQHNDR5,957
914,shop 8,27.6112399,-81.6621917,110,7,48-846-1840,01HD76CACWX2C517C4F0C1PQ4Q,772
8,shop 7,31.248842,88.417003,437,17,26-916-8529,01HD76C9AVMJDHV1DB4J0H14ZV,5
4,shop 8,37.9414132,-77.3472943,198,16,54-053-8095,01HD76C92TNK5MV90DVERQKQ69,921
2646,shop 6,33.881885,105.538243,360,8,48-007-0485,01HD76C9MMRTWEMNWS5FADE5P0,635
855,shop 7,34.620202,112.453926,282,12,20-918-2566,01HD76C8YPM8PRDVABCE97J574,136
1382,shop 5,26.0799319,-80.298025,333,11,64-481-3250,01HD76C8ZQ21571PM7BJMNWGK7,903
6386,Shop 2,22.843818,114.164223,336,19,82-786-9318,01HD76CA4P4VF3JP827Z5HR77T,65
0183,shop 8,14.5177485,120.5973573,126,13,46-623-8037,01HD76C9AGS9MEAD01VT6QRSVK,197
8317,shop 6,-8.0934,112.463,471,13,69-888-8374,01HD76C9WP1Q4QHRB1XFYA2P5W,397
00,Shop 2,54.3266413,40.8909987,440,12,51-166-9128,01HD76C93ZRAM2RMYB1J5GJV4R,960
587,Shop 1,40.4583824,-8.8018715,212,16,71-352-5172,01HD76C9F1CZTK8A0AM4MHQ426,650
8,Shop 2,27.027081,117.694969,180,10,16-656-6667,01HD76CADW7599HX50XSHN5Y6D,586
24,Shop 3,40.9921036,21.4232499,145,12,96-809-1510,01HD76CA489Q2MZ82N9KZV8VC6,727
7,shop 5,46.4050135,15.7947234,291,6,38-875-4902,01HD76C9BFFZ536EWV6Q533823,186
40616,shop 5,12.3211354,122.6736631,463,20,05-623-4531,01HD76CAHPJ6B11BY72H0KMG6P,261
39946,shop 10,15.82496,44.06204,284,11,68-970-9001,01HD76C9EC6Q71SCV82GRFXZ9K,61
984,shop 8,42.0288112,20.9969544,484,8,30-910-4673,01HD76C9S880CX60S8VATS1ME1,888
504,shop 6,49.2210669,17.5873433,115,8,81-358-1355,01HD76C9W15DH3Q72NVP5W6M9Y,282
95,Shop 2,-11.3462099,38.411369,407,15,46-890-9474,01HD76C9M94GS31EFTXEDXV274,817
199,shop 6,36.9746168,136.9251078,274,7,29-434-8514,01HD76C9XSC4N9XCQ94P408MFT,717
986,shop 10,-21.0106742,-48.2176007,339,15,67-585-2892,01HD76C91040NF4ZYH6E6463QC,685
9,shop 6,-7.6179234,109.1850317,157,16,79-691-7673,01HD76C90N4KFBEV28M71FHQXS,820
80,shop 7,-6.9654201,112.2443628,426,7,59-632-3282,01HD76C9JM58KE0F148GXF1ZEN,695
630,shop 7,28.074649,119.141473,255,10,17-874-0368,01HD76C9G95NFFAJDNEWYMBWSA,956
89,shop 10,30.677233,121.015142,361,14,16-635-8273,01HD76C908BH8KNERBB7SF4B7T,326
92,shop 8,-13.48804,-72.4493789,312,20,39-056-1451,01HD76CAHTB2B8PVR1SNEBMEWE,181
2046,Shop 2,-7.4703872,110.9387418,145,13,48-142-4942,01HD76CAEZT836R72E5YEP4DJ9,710
22205,Shop 1,-24.6399084,-53.1426814,342,5,35-114-1921,01HD76C9XDVPJF0Y5E70H2GBEG,287
5,shop 7,14.89511,-87.583038,393,15,07-198-5310,01HD76C9M94GS31EFTXEDXV274,212
890,shop 9,35.2099034,107.7918964,467,17,37-492-4172,01HD76C9P430P0KF1M6YQGZ99D,282
3271,Shop 3,36.7067342,57.4146531,347,6,12-676-6654,01HD76CA5YJKV8YSTMC5D45FS0,410
95,shop 5,-7.6611598,109.7976584,390,10,45-614-9429,01HD76CAGD2D3F6824RR68SF4E,664
053,shop 5,-23.6742228,-46.5436003,175,19,63-621-7935,01HD76C9DZ4B4FVB3X3M3S8N73,873
77934,shop 5,-3.565921,114.7855271,335,8,71-699-3303,01HD76C9DKSJWGTT5BM4H710KX,298
1691,Shop 3,31.264698,110.839164,262,10,48-794-6652,01HD76C9MGWEAR6EC1YS3KPNQP,421
7,shop 7,27.7772091,-97.4435441,184,16,85-663-1819,01HD76C9F8H61SE32W8ZDCJRTY,891
86,shop 6,-6.6242048,107.775465,444,16,65-480-2488,01HD76C9Y7YFEBT9PVKKSFNJM8,935
89830,shop 8,-9.5663,119.8145,369,12,63-415-4627,01HD76C90B8VZJXD0BQFWC6R4V,235
518,shop 10,62.1738098,29.2055142,130,11,38-684-6424,01HD76C9B4JQFHMR487VXEWPHA,738
2727,shop 8,-7.1550291,112.5721881,251,13,19-816-0087,01HD76C9EY05HWQR6RDY26A6ZZ,157
7258,Shop 3,29.689847,121.28259,322,6,21-702-7268,01HD76C9E3HT6AN5D3RMA3S5JY,719
7,shop 8,48.35874,118.14065,331,11,56-294-6873,01HD76C97MDCW8PHKT1M8PW1W0,453
85,Shop 1,40.1208803,-7.1636797,334,14,22-147-8904,01HD76C8YF7ZAE3W4CPG41HZRX,146
4594,shop 7,36.4045915,139.2613339,334,20,81-802-9847,01HD76C9F5GXZTPBPQC8XBHWT0,100
905,shop 9,32.993106,97.008784,344,16,84-900-0158,01HD76C99EAPN3EP58W178SMXW,103
2407,Shop 1,26.8310493,68.1194872,319,7,45-526-6220,01HD76C9DRTKJFP4Q4CT2B5N08,409
6,shop 9,48.3640578,23.2786949,241,13,58-731-1944,01HD76C9X006CE0WDV9KX6FEDP,693
056,shop 10,47.5202786,17.5142121,372,15,28-284-2497,01HD76C9M16Q1FAH4CJEZNJ2A6,714
2195,Shop 1,10.0445164,-84.4971588,127,7,10-018-8545,01HD76CA95YEXR2KQA5ADSEX4G,525
519,shop 7,47.9403226,35.4328125,269,7,68-317-5628,01HD76C8Y6ADYR09M7KZ2ZZEA2,750
49816,shop 10,30.515478,38.2216491,420,19,23-323-6135,01HD76C9RVYY6FWTG2WT7SM8DS,13
195,shop 8,45.95,102.05,411,9,64-664-4242,01HD76C8YHVMKN9B6X6RM878H2,865
55,shop 7,25.704872,102.942339,350,10,37-376-7552,01HD76C92PH881R5SJZNQHHG22,85
4,shop 9,41.7220316,25.3726469,354,6,73-302-9390,01HD76C9CC0YVQ70Q7RHJ8G5K3,509
9002,Shop 1,28.952878,106.837744,415,9,45-541-1959,01HD76C9VPHSD2ST270SGPZZJN,536
39,Shop 2,54.8539133,38.5734956,155,13,37-353-9743,01HD76C9GW6DEVYQFQRS07QGJ9,967
40,shop 5,56.412767,16.0115323,297,5,04-261-0566,01HD76CAHYW6XV6C8QGG0VMM9T,960
355,Shop 3,45.0169373,39.1009227,180,11,47-839-4504,01HD76CAC67V51AJRGQY44ZPYK,411
722,shop 4,7.1962805,125.4078017,131,6,14-413-0966,01HD76C99BV71H52XGKGKCBYRC,738
4,shop 9,38.243169,101.984648,230,13,42-196-6645,01HD76C9K10M9713XTEBC54K2W,416
70,Shop 1,39.2380562,-9.2807646,374,17,88-040-6865,01HD76CA3JGMD5R1VMKABPPQVQ,807
420,Shop 2,59.305486,18.0023078,496,7,13-403-4309,01HD76C9F1CZTK8A0AM4MHQ426,297
475,shop 9,40.9556823,22.0383248,245,8,85-294-0203,01HD76C95RG92KS6NQS8MGN9ZC,925
761,shop 10,41.5678915,-8.4219601,390,17,84-953-8670,01HD76C94HEVKRP51ACKKE1FMZ,814
5972,shop 10,39.5238734,54.3360001,186,19,20-291-9942,01HD76C9NR7R9E075FDPMG68KB,84
290,shop 7,36.334104,113.228852,178,19,24-753-7382,01HD76C9Q8HFK5BZ03KEBRBFQM,447
648,Shop 1,34.052996,-118.2548551,227,9,39-988-4542,01HD76C9WGRAQZ5AV0ADJZ517W,559
72,Shop 2,38.6087272,-8.7312777,319,11,14-887-9679,01HD76C9DSMC24DK20BFHS4KKE,386
87672,shop 10,11.183333,-12.933333,199,13,47-418-7413,01HD76C9NY8GPVTZH0RWEX9Z3J,775
1,shop 9,28.590337,105.697472,223,16,45-442-2428,01HD76C93ZRAM2RMYB1J5GJV4R,256
4991,shop 6,15.1042521,101.0768333,207,5,94-667-3543,01HD76C97BBSW9ZV91XW6ZSVCK,922
02640,Shop 3,-34.5875578,-58.6433296,282,12,08-508-9737,01HD76C9F4YM7SGG0VWXQ0TT03,841
23,shop 7,45.3815612,20.3685737,280,7,10-721-2810,01HD76C9KF88VAASKKH6DEC9VA,876
0,shop 6,43.3911349,42.9174509,124,13,83-962-9061,01HD76CA3ZZ2K895ENDR04RT6D,397
7727,Shop 3,38.042805,114.514893,434,15,81-934-0076,01HD76C9WDKN9XXTG91Z5TNB6B,39
451,shop 6,50.515804,115.126221,436,15,17-131-7045,01HD76CA03NQZKYW5RHR4W6CJ5,159
84,Shop 1,-2.4431287,114.2152731,480,8,33-192-4836,01HD76C8ZC5E7784A3BZG0X8AG,189
8,Shop 1,-18.0524283,44.0341961,227,17,88-036-1107,01HD76C947XZ58JQ688N5BVGRH,852
9924,shop 10,59.397367,16.4816867,406,14,06-318-5521,01HD76C9EJT3FXXBYYM97YTY04,537
9,shop 6,-8.2103859,113.4469459,441,9,69-149-6789,01HD76CACVRNVXZDP3F725XCZV,674
233,shop 7,10.6253016,103.5233963,143,6,58-558-0073,01HD76CAB3XAGPC2STCK3YJZ63,702
78232,Shop 1,44.5738307,33.6766146,466,11,38-084-7274,01HD76CAE95V8YX1QYHV26HNV5,954
5,shop 4,26.497765,101.738528,129,17,80-240-6766,01HD76C97RW6NHS053AWTRSM5G,828
3377,Shop 2,29.2378946,30.7913458,329,9,71-453-8970,01HD76C9N7X21J2DZQ188H6S7F,678
92617,shop 8,-8.3765619,115.1918802,396,13,03-374-4259,01HD76CA52NSFHQP6NC0TE7AHB,296
0,shop 8,46.3369191,15.4214708,240,10,90-515-2569,01HD76C8YPM8PRDVABCE97J574,345
6981,shop 8,27.644731,111.554576,246,10,13-496-0817,01HD76C9CEPS0RPXY9CV3XGE7W,91
8,shop 9,67.6955232,24.8590222,108,17,33-542-0273,01HD76C980EZ4HK53QBVXM4XQG,843
73,shop 9,25.227212,100.307174,295,19,70-780-2087,01HD76C9J76XPG85R2AAD4WBSA,139
7170,shop 4,19.0077085,-69.7320914,168,15,81-657-4576,01HD76C91VBGFAQ7MWVEHY2Y4H,543
58610,shop 6,45.8272842,20.4615173,251,6,83-414-3236,01HD76C9B9R7BMNPJ6XJ7YH97M,971
4,shop 7,-32.9413658,-60.652833,386,6,03-704-6401,01HD76CAACD22QETBS3E16R8NH,412
424,shop 10,8.2796966,-70.109113,458,7,39-982-6285,01HD76C9FNGRRQJ5XJNWE9GPWA,77
5,shop 6,31.624522,117.890354,356,17,11-126-0529,01HD76C90TQ4KR17SZDK9Z0KCV,468
55810,shop 7,31.823845,121.507229,300,20,13-365-4252,01HD76C9AVMJDHV1DB4J0H14ZV,377
135,Shop 1,19.3947363,-70.5263459,192,6,28-853-5270,01HD76C9VQC534ZR900JZFP6EY,783
1316,shop 7,-23.0582715,-47.0286422,384,14,01-676-9708,01HD76C9B7N647YZP6G0NFTB1D,958
55516,shop 10,50.0637682,29.9049684,154,5,27-672-8520,01HD76CA83EPPX5F5RYJE51XER,96
5319,shop 7,33.7654607,-84.38709,118,7,20-251-4257,01HD76C93XAF6WZNZDHWH36TCY,538
4,shop 8,-6.9965,112.8193,468,13,20-136-5480,01HD76CA732CNBG9NVH85QB7MS,112
43009,shop 7,26.630845,106.750625,380,13,88-553-6661,01HD76CA61FKZAWQ0TW6W2VP2P,752
859,shop 10,59.3449175,17.9492451,419,15,21-231-5690,01HD76C9F7E60FXGJH7B4PXM9Z,170
9,shop 4,36.075651,120.412392,237,12,26-919-7182,01HD76CAHM48DHS23Y3A6FK01D,457
69520,shop 8,35.275,126.50944,243,13,59-936-7527,01HD76C9WP1Q4QHRB1XFYA2P5W,396
80439,shop 10,40.42722,71.71889,423,10,01-665-3793,01HD76CA56H1TJ837K44SRZ4BN,282
8,Shop 3,53.7217952,40.0305734,362,19,01-728-1747,01HD76CAEGKXDBN05VC9GKQX9X,453
1233,shop 7,7.0878808,79.8986552,277,5,55-031-3725,01HD76C9FNGRRQJ5XJNWE9GPWA,785
71,shop 8,25.9868744,-80.2153998,127,9,94-602-6969,01HD76C9SEE8ZMT9Z3DVAN9HXV,506
06903,shop 7,14.4932929,121.0299006,131,8,52-079-4738,01HD76C9JDEYDVFV99MM8E868H,257
6152,shop 10,41.9844806,21.6211703,112,10,75-434-7036,01HD76CA3Y7ADKEB915V787R48,72
7961,shop 9,43.8499847,15.7667685,171,14,53-120-0485,01HD76C9CY9AEH99Q8C3ZJZ4WA,624
72529,shop 6,-38.0123723,-57.5938573,319,9,49-561-6334,01HD76C9QGXTVNNQSWVS8XQFAF,553
19749,shop 9,62.0772471,49.5698112,210,19,90-197-5865,01HD76C9PTHKN9WYVRBANG1HJT,962
21,Shop 3,40.087301,116.31098,404,15,84-790-9374,01HD76CAE0W0VE9QFE3S4MWVR5,854
98443,shop 8,26.694208,115.939083,397,12,26-434-3195,01HD76C96ZTSB2A8R2P548MD66,650
76859,shop 5,14.5910759,121.0191013,359,17,53-848-0593,01HD76CA7ECDV6C5AZM2NJGN0E,99
916,shop 7,41.7396715,-85.9262162,291,19,10-006-4655,01HD76C9GDTQ4NQMP5HA85KHKR,626
85,shop 8,33.13782,111.490964,449,20,39-089-6148,01HD76C9NJ2WJXV7BMEE03YW56,175
7,shop 10,-20.7430332,-46.6096926,171,12,18-573-7594,01HD76C9WDKN9XXTG91Z5TNB6B,98
043,shop 9,37.7162538,-97.2983363,443,10,16-046-5792,01HD76C9NWCK0P0H0X17FFAKM1,30
0,shop 10,25.4695749,51.3968437,410,19,22-927-5630,01HD76C9J54B4CZ1QW8P1VGVMD,11
44572,shop 5,2.0779721,11.4963935,334,20,68-956-6118,01HD76C9ZV4HRANCP8C1T1PDDP,810
7157,shop 8,49.8788079,21.1375994,333,13,18-045-2059,01HD76CAAT4BYJ5EE2AC3TWYDJ,588
3,Shop 3,50.0234664,-66.8869412,422,20,90-424-7054,01HD76CACYFK15WG06TFW2MYXH,405
276,shop 6,53.7925065,-113.6463436,118,15,86-211-7949,01HD76C9D1CMT1GP7CTRZZVFPD,804
807,shop 6,55.874056,37.690366,463,11,45-323-0777,01HD76C9ZTH08AJ4BT8EZ3TPSG,34
78,shop 8,-5.1942574,-36.4797126,475,8,68-556-9364,01HD76C9TRVGHMPJPK7N0HE2JX,905
897,shop 5,44.7800716,44.1646857,206,19,30-992-7498,01HD76C9E3HT6AN5D3RMA3S5JY,415
57290,shop 8,39.3525635,21.7513868,430,10,46-047-4189,01HD76CA8EF74ECDJBP24SZHRP,769
358,shop 4,-8.2641378,-78.1546617,310,11,46-736-1730,01HD76C9C1N7WS2D3AEMB5VWM3,324
98846,shop 9,29.183761,96.85942,450,6,11-115-0123,01HD76CA489Q2MZ82N9KZV8VC6,191
655,shop 6,-9.5295,119.2674,296,17,92-797-4626,01HD76C9PM80MVEDVNX4BVPWQ5,2
8,shop 7,-8.0509691,112.6034763,316,7,62-142-5996,01HD76C979251VXAQPXT7757A4,318
324,shop 10,-21.6029893,-48.3644226,314,6,92-516-2535,01HD76C94HEVKRP51ACKKE1FMZ,215
1,shop 10,-6.155077,106.817744,436,6,75-270-7798,01HD76C93XAF6WZNZDHWH36TCY,177
5,shop 4,4.9237913,-52.3205637,297,6,95-260-8183,01HD76C9X2V5WVXPPZ806XXZ5D,937
42,shop 8,-22.2090755,-47.3951378,484,6,54-310-7387,01HD76C9BFFZ536EWV6Q533823,428
60,shop 4,-8.4335,115.5012,390,16,07-630-6280,01HD76CA9RTVQB6MPAP5AWNYA6,439
7510,shop 6,40.32306,128.65528,405,14,69-149-6789,01HD76C9YC68C51C621F9NZ7PH,601
2020,shop 10,51.2828145,-114.0371938,107,10,26-382-2114,01HD76C9DY5CX19R8R4TNXCAYS,497
9,shop 9,29.756501,121.507191,352,14,31-962-0561,01HD76CA6650BZRDMEZ1E69DYP,224
16,Shop 3,42.96444,87.66111,125,9,06-332-5879,01HD76CAB5JHEWPA327Q5QBQF4,953
0020,shop 8,41.183785,112.375015,171,16,62-366-6159,01HD76C9DSMC24DK20BFHS4KKE,927
2,shop 7,36.733165,103.262152,272,20,20-182-6669,01HD76C9BC3NZ6H5JGJCE0FJCK,390
5,shop 7,3.1852692,-74.9208772,151,18,59-609-7634,01HD76C9F4YM7SGG0VWXQ0TT03,737
2,Shop 2,12.0675239,123.7223625,383,5,03-810-8711,01HD76CA4127FYP8Y91R6VJFRV,838
002,Shop 3,38.47436,106.239679,176,10,42-340-7534,01HD76C9DFT5H3YC7MY5Z1QCM6,818
53131,shop 9,43.2270564,22.0309456,126,18,72-967-7927,01HD76C96WSYCNWVRYWRBCXZ1M,132
0,shop 10,13.9300945,120.9522977,468,19,52-180-0248,01HD76CAH26945V4C7C9FQM299,876
11,Shop 2,52.3537244,18.6995274,459,12,86-673-1678,01HD76C9VCWY1CBXBF6AN5VDA5,959
3006,shop 10,21.2451953,104.438096,291,18,19-455-8723,01HD76C9R9BW2N3S3FDT1HRXPE,476
91487,Shop 3,46.7530428,-71.2196569,201,18,28-183-0664,01HD76C9D9T8EGQTD20V735JKJ,731
5060,shop 5,29.222417,89.982425,244,15,07-217-8334,01HD76C8YR8AR4TC4V4FAAJTQS,296
14382,Shop 3,40.2023282,116.2398367,342,19,75-447-5246,01HD76C99Q298HH72Y6PYRA0V3,243
83273,shop 6,38.6784499,139.8352678,374,19,67-352-9674,01HD76C9ATX0WJYT5G9SHGF4D8,200
9896,shop 9,13.0748879,120.7213113,353,9,14-955-6425,01HD76C9TTK258E382MKVZX6AJ,380
9154,Shop 1,-6.6022253,106.199266,313,11,44-925-4568,01HD76C9DFT5H3YC7MY5Z1QCM6,950
25442,shop 8,40.9632212,24.8064244,114,14,44-430-7571,01HD76C97JY2244ZYMWYV3VHG2,396
07466,shop 4,44.849143,34.3106713,324,19,13-012-8396,01HD76C9CP7MFBHM69N92B703D,434
8,shop 10,51.5076941,18.1208003,251,16,95-283-1007,01HD76C92F2S4FF9432M3MBJDQ,568
462,shop 9,-38.7589114,-62.2749967,482,10,66-686-3279,01HD76CAC3CY52MPV11ZH69FMZ,780
45024,shop 10,40.2213038,44.271441,462,14,95-068-5164,01HD76C9ANC7EGASNTNFSNGQ6E,360
1,shop 4,55.1970692,38.3579129,400,6,36-873-7954,01HD76CACT108HK2V3XHP2Z5CB,50
69179,shop 8,4.6690872,-74.1386906,400,11,20-185-7020,01HD76CAGQ3WRHE8FC189C2Y7B,659
9853,shop 4,38.9492606,-9.1068816,380,14,09-437-0478,01HD76C977C51J254DSWWEVCRD,2
55692,shop 8,67.1356306,20.6831751,475,14,43-578-4804,01HD76C92KSGVMVMDD6GM92130,545
87,shop 5,-2.9118209,119.3250347,101,17,35-163-1924,01HD76CAH5PBT2ESPGQTYSQ6WS,430
1187,shop 10,16.7122183,103.7694692,215,19,23-883-6224,01HD76C9Q367DBZTBCNQRG5VJK,246
0,shop 8,34.26645,108.960747,350,13,49-561-6334,01HD76C9VVH24AF88YSJ4W5NC0,540
99366,Shop 2,48.7730603,14.2851033,177,14,17-232-5429,01HD76C9WGRAQZ5AV0ADJZ517W,151
37,shop 6,9.3278585,9.4311572,250,13,72-004-3830,01HD76C9179MJ548419RZPB2AR,374
70722,Shop 1,37.97,-87.5699999,493,6,59-632-3282,01HD76CAFBDTH4X35GTDNQ224R,137
02751,shop 10,13.88953,43.9688,261,20,36-020-1926,01HD76CAHG81E7J33MG0P3R6FZ,231
40,shop 10,15.3749929,-4.2615383,224,17,41-337-4807,01HD76C8ZSGR1407N9BPA2CBX1,359
821,shop 5,-12.064682,-77.029602,274,20,05-958-0705,01HD76C9Y7YFEBT9PVKKSFNJM8,813
677,shop 8,19.1229045,100.8282161,261,8,45-026-1444,01HD76CADRFCTCDNM16TBVVP9X,946
079,Shop 1,40.8021951,44.5395836,276,18,27-858-7514,01HD76C934R106E9SESBDNGG7G,154
83626,shop 5,11.2666664,122.5333328,474,12,92-244-0534,01HD76CAB3XAGPC2STCK3YJZ63,233
5848,shop 8,22.5738562,113.89831,446,18,07-851-7092,01HD76C90TQ4KR17SZDK9Z0KCV,545
2,shop 7,39.207953,117.115904,353,6,34-135-4206,01HD76C923VCT4FFB09KCZ2SZ9,223
59044,shop 6,37.22351,120.560079,147,15,94-351-2516,01HD76CA67HT7SYMZBPPATRA4X,755
59,Shop 1,32.110878,118.724049,212,11,84-485-1706,01HD76C98P8PXHBT8RF2MN1H1D,542
9412,shop 7,9.899259,-84.0624815,274,17,04-261-0566,01HD76CAD91QK9PRT683S9BGFN,95
045,shop 10,32.060255,118.796877,174,14,52-007-8169,01HD76C9WWHGD6BF18S2SDPD1S,933
714,Shop 3,45.70734,5.534063,287,19,81-536-6863,01HD76C94V5KKPX8JS8V2QKN9C,769
2,shop 8,51.7022968,20.3729893,349,19,88-388-2861,01HD76CABY3919YAFVJM2D8XNW,227
857,shop 9,32.652297,110.769132,437,14,31-312-8816,01HD76C9PG5BRCF3TNNPR7BA4F,890
34,Shop 3,-7.9299269,111.9671537,264,14,26-802-1373,01HD76C9K2Q14GAGR0CJHV666Y,289
821,Shop 1,52.6029163,41.4669909,429,10,15-512-2264,01HD76CA7KPRB3519WT6ZT2PRQ,335
8477,shop 8,-13.5,48.86667,195,20,28-405-6267,01HD76CA4K2ABX21VHQBAG1MM3,148
593,shop 8,50.4823057,14.9414959,189,7,81-215-9875,01HD76C9CX918PSK5FQSQDH2JA,572
5,shop 6,0.1156645,99.9360207,135,9,57-365-5877,01HD76C9Z75HH7E4STX6NWMXJJ,929
2877,shop 10,37.106326,-8.4723108,164,12,85-663-1819,01HD76C9SAXKNJW2VSVG5SKVEZ,502
19,shop 6,-0.5025568,117.1514753,232,18,50-370-4505,01HD76C9NSC4YC3TTABAZ7BR76,646
84077,Shop 3,34.3227574,134.1742831,342,18,59-252-6557,01HD76CA15XPCKYW32PRHENR9Y,268
303,shop 7,8.6899208,6.663812,129,14,43-229-0203,01HD76C9Y0QWVEKZB8A23F9NC6,236
302,Shop 3,48.5986674,37.9980367,325,15,45-541-3466,01HD76CA057QA4RA4T204QN89F,313
7,Shop 1,49.458286,12.806791,438,13,79-086-0268,01HD76C9NY8GPVTZH0RWEX9Z3J,142
2,shop 10,-8.577582,115.136457,178,12,31-657-6405,01HD76CA8EF74ECDJBP24SZHRP,593
5,shop 4,10.711091,122.3254206,439,15,50-084-6042,01HD76CA6650BZRDMEZ1E69DYP,864
889,Shop 3,12.16219,-68.2713254,111,20,16-555-4753,01HD76C9SDGEYGVNSSH9XDVG90,496
522,shop 8,-6.3323202,106.0316898,363,7,08-089-0150,01HD76C90QXNWBKT7ATJFA38E3,917
88188,Shop 1,59.3779388,10.7605604,313,14,00-634-9078,01HD76C91XB6VW03ADZ3F1FGY9,795
31,shop 7,12.647214,102.0032957,317,6,80-476-8628,01HD76C9ZMTRA5DQMAN2VKX989,969
23903,shop 5,32.168137,115.654481,304,15,16-476-4554,01HD76CA4QC8PX5QBPVAB797Z7,172
9071,shop 6,38.4613914,70.7896966,305,14,71-699-3303,01HD76C9NN0N6858R9EX6SZYRN,114
371,shop 4,-37.1534439,-56.8913573,207,11,68-538-6681,01HD76C9XAHDXW9HKGT80PEKTC,429
4889,Shop 3,11.183333,42.933333,298,12,71-346-2873,01HD76C9D3EKHMKFEK5RVDJHPJ,244
31,Shop 1,12.3420676,14.1858272,157,16,18-722-1293,01HD76C92X2ZWRAZ4QFQCV0JVH,269
0920,shop 8,40.0179745,44.5841127,231,7,35-103-4799,01HD76C9S3QQG2N9M2Q58GQ7N2,704
20025,shop 5,43.5111646,16.5201503,393,7,24-333-7040,01HD76C97QENW087YHHWV3WXNB,739
727,shop 5,45.0075322,19.8227166,108,18,26-919-7182,01HD76CAD6CCX7HQ3V2SNQWR6T,417
2,shop 10,37.0514525,25.4982396,312,14,65-278-8218,01HD76C9KJQ1QWR5M2S7PPADXP,75
97,shop 5,56.0388248,37.2339179,350,5,25-467-6288,01HD76C8Y252BXDS9YGBWEVX0M,242
9,shop 5,47.3455396,123.9558083,303,20,05-118-6166,01HD76CAGD2D3F6824RR68SF4E,223
13,shop 10,55.8697739,48.5236711,404,10,09-227-5941,01HD76C9S880CX60S8VATS1ME1,603
02,shop 9,55.604205,40.6113806,432,13,93-636-9432,01HD76C980EZ4HK53QBVXM4XQG,672
77,shop 9,-7.7563468,111.3441212,354,8,34-235-1002,01HD76CA7Y6DM2ABKJDCA0RBVB,842
4534,shop 8,55.6790868,12.571637,469,17,58-616-0629,01HD76CAGKSD23WBQB144JEE70,166
0523,Shop 3,22.5346419,114.1237079,195,8,28-783-2450,01HD76CA6CMXY7PTVTKTC173A6,789
99308,shop 8,27.021596,117.879608,286,5,81-358-1355,01HD76CAHPJ6B11BY72H0KMG6P,286
49,shop 4,-7.5749752,110.6317907,300,10,69-614-5900,01HD76CACF638NN7RKCD4Y9JTA,601
31,Shop 1,27.578926,110.040315,257,19,81-952-3640,01HD76C9YTFSVEX3SAMN3WQM4X,819
09,shop 5,-8.2641378,-78.1546617,318,14,73-172-6079,01HD76C9JWEQ2K01AMERR1DZJW,709
41402,shop 5,22.829287,107.200654,212,19,46-623-8037,01HD76C9DBY5G7XFRM1XM2HG7Y,76
42594,Shop 3,31.45571,34.43719,370,10,13-403-4309,01HD76C9JA9Y4EK3DEPHG3SSB5,774
43,shop 10,51.7419091,111.9603596,360,16,92-632-5860,01HD76C95H1SGT354YG2HQAMQF,888
096,Shop 2,43.9235435,2.141706,164,14,21-751-7241,01HD76C9QPAE4ZN0P3E367FD5S,932
54030,Shop 1,22.558237,113.95494,285,17,45-442-2428,01HD76C9VCWY1CBXBF6AN5VDA5,989
13,shop 5,17.8200009,120.4544261,441,16,04-119-5848,01HD76C9WAAYX4BZKQ380N79XX,125
5,shop 4,18.4529003,105.7644596,461,9,79-095-7193,01HD76C9M94GS31EFTXEDXV274,694
659,shop 8,18.9753413,-97.9041394,122,12,04-574-3556,01HD76C9D6YH39P058SQ2C39MX,357
038,Shop 2,62.2600127,17.3781406,239,20,88-005-7964,01HD76C9Q6G95TXN30AC87NFGH,473
31697,shop 7,43.2550219,45.9065996,381,12,00-044-7083,01HD76C9T24Q03R927Z0YXHHHR,801
776,Shop 2,-6.9644462,108.5537373,168,5,16-521-4568,01HD76CAH70098T45C6YWPX0YX,835
86,shop 10,49.6766897,19.6231329,350,10,46-554-2225,01HD76CA4BY88K1C3ZETM8RGEB,851
2357,shop 7,57.7581391,24.3543455,497,7,95-755-3753,01HD76CAD0DA26VWM4TT39PBZF,973
80,Shop 2,-6.9987,112.5755,465,16,59-754-2438,01HD76C97MDCW8PHKT1M8PW1W0,728
9348,shop 8,22.498753,113.53129,279,13,10-758-6086,01HD76C90ZAGEQP9CC1BE2WY7H,992
30,shop 6,31.7579946,25.0792189,277,19,07-921-2315,01HD76C9NE99F16RVK8G178DDD,535
